회사명,주요제품,비고,종목코드,국적,상장유형,증권구분,상장일,철회일,상장주선인/지정자문인,업종,액면가 (원),공모가 (원),공모금액 (천원),최초상장주식수 (주),유통가능주식수(주),유통비율,공모주식수,신주모집수량,구주매출수량,신주비중,구주비중,인수수수료,수수료율,수요예측 경쟁률,일반청약 경쟁률,기관투자자 참여건수,기관투자자 참여건수(국내),기관투자자 참여건수(해외),일반청약자 청약건수,의무보유 확약,청약증거금(백만원),수요예측일(시작),수요예측일(마감),청약일(시작),청약일(마감),납입일,희망공모가하단(원),희망공모가상단(원),결정 수준,주당평가가액(원),할인율(하단),할인율(상단),상장요건,평가등급(상위),평가등급(하위),가치평가방법,증권신고서 상 멀티플
~,,NEW_자동추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이엠티,이차전지 양극재용 전구체,,232530,대한민국,신규상장,주권,2015-12-30,,엔에이치투자증권(주),일차전지 및 이차전지 제조업,500,-,-,"5,096,884",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에스와이패널,샌드위치 패널,,109610,대한민국,신규상장,주권,2015-12-29,,미래에셋증권(주),"구조용 금속제품, 탱크 및 증기발생기 제조업",500,"5,000","10,679,610","6,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코리아오토글라스,자동차 안전 유리,,152330,대한민국,신규상장,주권,2015-12-29,,엔에이치투자증권(주),유리 및 유리제품 제조업,"5,000","11,000","88,440,000","20,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코디엠,"반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)",,224060,대한민국,신규상장,주권,2015-12-29,,미래에셋증권(주),특수 목적용 기계 제조업,500,"4,700","4,700,000","3,793,630",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하우동천,여성청결제 및 질염/ 질이완 치료제 등,,233990,대한민국,신규상장,주권,2015-12-29,,주식회사 아이엠증권,기초 의약물질 제조업,100,-,-,"10,240,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
세원,자동차 공조장치 부품,,234100,대한민국,신규상장,주권,2015-12-29,,현대차증권(주),자동차 신품 부품 제조업,500,-,-,"2,940,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
글로벌광통신,옥내외용케이블,,135160,대한민국,신규상장,주권,2015-12-28,,대신증권(주),절연선 및 케이블 제조업,500,-,-,"2,425,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
크로넥스,CRO 및 생물종(미니피그),,215570,대한민국,신규상장,주권,2015-12-28,,하나증권(주),자연과학 및 공학 연구개발업,500,-,-,"1,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
잇츠스킨,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",,226320,대한민국,신규상장,주권,2015-12-28,,미래에셋증권 주식회사,생활용품 도매업,500,"170,000","161,213,890","8,735,650",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
휴젤,"보툴리눔톡신, 필러",,145020,대한민국,신규상장,주권,2015-12-24,,"한국투자증권(주),미래에셋증권 주식회사",기초 의약물질 제조업,500,"150,000","54,000,000","3,284,058",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
육일씨엔에쓰,스마트폰용 Cover Glass,,191410,대한민국,신규상장,주권,2015-12-24,,케이프투자증권주식회사,전자부품 제조업,500,"6,000","4,200,000","8,522,980",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
세기리텍,재생연괴,,199870,대한민국,신규상장,주권,2015-12-24,,해당없음,1차 비철금속 제조업,500,-,-,"9,803,030",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
이에스브이,"블랙박스, 네이게이션, 로봇청소기, 드론",,223310,대한민국,신규상장,주권,2015-12-24,,엔에이치투자증권(주),소프트웨어 개발 및 공급업,500,"10,000","15,800,000","5,227,400",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
대신밸런스제2호스팩,기업 인수 및 합병,,232140,대한민국,신규상장,주권,2015-12-24,,대신증권(주),금융 지원 서비스업,100,"2,000","20,000,000","10,620,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래자원엠엘,"단미사료, 보조사료",,233190,대한민국,신규상장,주권,2015-12-24,,하나증권(주),기타 식품 제조업,100,-,-,"3,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
한국맥널티,커피 및 의약품,,222980,대한민국,신규상장,주권,2015-12-23,,키움증권(주),도시락 및 식사용 조리식품 제조업,500,"8,000","10,000,000","4,975,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아진산업,자동차 부품 (차체),,013310,대한민국,신규상장,주권,2015-12-22,,미래에셋증권(주),자동차 신품 부품 제조업,500,"6,500","29,250,000","12,415,300",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
덱스터,"시각효과(Visual Effect, VFX)",,206560,대한민국,신규상장,주권,2015-12-22,,엔에이치투자증권(주),"영화, 비디오물, 방송프로그램 제작 및 배급업",500,"14,000","29,983,296","9,630,524",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아스팩오일,윤활유,,232360,대한민국,신규상장,주권,2015-12-22,,해당없음,석유 정제품 제조업,500,-,-,"4,000,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
씨트리,"씨트리시메티딘정, 로자틴정",,047920,대한민국,신규상장,주권,2015-12-21,,신한투자증권 주식회사,자연과학 및 공학 연구개발업,500,"6,500","6,240,000","7,023,345",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인산가,"죽염 및 죽염응용, 엑기스류",,062580,대한민국,신규상장,주권,2015-12-21,,아이비케이투자증권(주),도시락 및 식사용 조리식품 제조업,500,-,-,"3,400,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
강스템바이오텍,줄기세포치료제,,217730,대한민국,신규상장,주권,2015-12-21,,키움증권(주),자연과학 및 공학 연구개발업,500,"6,000","12,000,000","13,817,150",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이원알폼,건설현장용 알루미늄 거푸집 임대,,234070,대한민국,신규상장,주권,2015-12-21,,주식회사 아이엠증권,,500,-,-,"3,200,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
메가엠디,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",,133750,대한민국,신규상장,주권,2015-12-18,,엔에이치투자증권(주),일반 교습 학원,500,"3,000","16,117,392","20,401,568",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국비엔씨,"HA필러, 유착방지제, 콜라겐흡수성창상피복재",,226610,대한민국,신규상장,주권,2015-12-18,,엔에이치투자증권(주),의료용 기기 제조업,500,-,-,"5,760,001",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
동부제4호스팩,,,230490,대한민국,신규상장,주권,2015-12-18,,DB증권주식회사,금융 지원 서비스업,100,"2,000","10,000,000","5,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
파크시스템스,연구용 및 산업용 원자현미경,,140860,대한민국,신규상장,주권,2015-12-17,,케이비투자증권(주),"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",500,"9,000","9,000,000","5,931,155",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
보광산업,"콘크리트용 부순골재, 아스콘, 레미콘",,225530,대한민국,신규상장,주권,2015-12-17,,하나증권주식회사,토사석 광업,500,"4,000","12,000,000","11,490,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
예스티,반도체 및 디스플레이 제조 장비,,122640,대한민국,이전상장,주권,2015-12-16,,엔에이치투자증권(주),특수 목적용 기계 제조업,500,"14,500","15,587,500","4,327,321",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
뉴트리바이오텍,건강기능식품,,222040,대한민국,신규상장,주권,2015-12-16,,DB증권주식회사,도시락 및 식사용 조리식품 제조업,500,"21,000","43,680,000","10,314,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나금융7호SPAC,기업인수합병,,230240,대한민국,신규상장,주권,2015-12-16,,하나증권주식회사,금융 지원 서비스업,100,"2,000","12,893,860","8,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나온테크,반도체 및 FPD용 로봇시스템,,232680,대한민국,신규상장,주권,2015-12-15,,KB증권(주),특수 목적용 기계 제조업,500,-,-,"1,358,857",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
멕아이씨에스,인공호흡기,,058110,대한민국,신규상장,주권,2015-12-14,,키움증권(주),의료용 기기 제조업,500,"4,500","2,475,000","5,361,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에이치엔에스하이텍,"이방성전도필름, 수정진동자",,044990,대한민국,신규상장,주권,2015-12-10,,미래에셋증권(주),전자부품 제조업,500,-,-,"7,224,729",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
미애부,"친환경, 무합성 발효화장품",,225850,대한민국,신규상장,주권,2015-12-08,,아이비케이투자증권(주),생활용품 도매업,500,-,-,"3,049,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
엔에스,2차전지 자동화 설비,,217820,대한민국,신규상장,주권,2015-12-07,,케이비투자증권(주),특수 목적용 기계 제조업,500,"8,000","7,943,880","4,900,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래테크놀로지,OTP,,213090,대한민국,신규상장,주권,2015-12-01,,KB증권(주),소프트웨어 개발 및 공급업,500,"16,100","24,150,000","5,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
세진중공업,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter",,075580,대한민국,신규상장,주권,2015-11-30,,"신한투자증권 주식회사,미래에셋증권 주식회사",선박 및 보트 건조업,500,"3,500","20,054,475","38,292,720",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
지성이씨에스,사면보강공사,,138290,대한민국,신규상장,주권,2015-11-30,,KB증권(주),기반조성 및 시설물 축조관련 전문공사업,"1,000",-,-,"2,352,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
하이즈항공,B787 날개구조물 등,,221840,대한민국,신규상장,주권,2015-11-25,,케이비투자증권(주),"항공기,우주선 및 부품 제조업",500,"18,000","78,750,000","17,446,167",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠지메드,BAC DNA CHIP,,180400,대한민국,이전상장,주권,2015-11-20,,신한투자증권 주식회사,의료용 기기 제조업,500,"40,000","14,000,000","2,074,820",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
리드,"글라스이송장치, 온도조절장치, 열재생장치",,197210,대한민국,이전상장,주권,2015-11-20,,미래에셋증권 주식회사,특수 목적용 기계 제조업,500,"5,100","3,986,058","4,621,038",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
매직마이크로,"LED 리드프레임, LED PKG",,127160,대한민국,이전상장,주권,2015-11-19,,미래에셋증권(주),기타 전기장비 제조업,500,"5,500","8,800,000","6,222,125",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이디켐,"PVC 안정제(LX-400, LOX-3 등)",,221980,대한민국,신규상장,주권,2015-11-19,,대신증권(주),기타 화학제품 제조업,500,"16,000","18,560,000","4,034,800",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
네오오토,"피니언 기어, 디프 어셈블리, 대형기어",,212560,대한민국,신규상장,주권,2015-11-18,,신영증권(주),자동차 신품 부품 제조업,500,"12,000","18,594,168","5,250,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
골든브릿지제4호스팩,기업인수 및 합병,,227950,대한민국,신규상장,주권,2015-11-18,,주식회사 상상인증권,금융 지원 서비스업,100,"2,000","12,500,000","7,550,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케어젠,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",,214370,대한민국,신규상장,주권,2015-11-17,,KB증권(주),기타 화학제품 제조업,500,"110,000","178,200,000","10,710,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
자비스,X-ray 검사장비,,230400,대한민국,신규상장,주권,2015-11-17,,아이비케이투자증권(주),의료용 기기 제조업,500,-,-,"3,142,250",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
아이진,"당뇨성망막병증 치료제, 욕창치료제, 자궁경부암 예방 백신 등",,185490,대한민국,이전상장,주권,2015-11-16,,엔에이치투자증권(주),자연과학 및 공학 연구개발업,500,"13,500","20,050,970","10,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인카금융서비스,보험판매,,211050,대한민국,신규상장,주권,2015-11-16,,한국투자증권(주),보험 및 연금관련 서비스업,500,-,-,"2,961,471",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
유앤아이,정형외과용 신체보정용 의료기기,,056090,대한민국,신규상장,주권,2015-11-12,,키움증권(주),의료용 기기 제조업,500,"30,000","45,000,000","7,037,087",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나무가,"스마트폰 카메라모듈, 노트북 카메라모듈",,190510,대한민국,신규상장,주권,2015-11-12,,교보증권(주),전자부품 제조업,500,"37,000","32,486,000","2,924,383",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
금호에이치티,자동차용 전구 및 LED모듈,,214330,대한민국,신규상장,주권,2015-11-11,,엔에이치투자증권(주),자동차 신품 부품 제조업,500,"10,000","44,959,500","9,765,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
제주항공,"여객운송서비스, 화물운송서비스",,089590,대한민국,신규상장,주권,2015-11-06,,엔에이치투자증권(주),항공 여객 운송업,"5,000","30,000","165,000,000","25,906,758",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
바이오씨앤디,"의약품 연구개발, 컨설팅",,217950,대한민국,신규상장,주권,2015-11-05,,주식회사 아이엠증권,자연과학 및 공학 연구개발업,500,-,-,"3,214,053",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에이치엠씨3호스팩,기업인수합병,,226340,대한민국,신규상장,주권,2015-11-05,,현대차증권주식회사,금융 지원 서비스업,100,"2,000","12,000,000","6,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
더블유게임즈,온라인·모바일 게임(더블유카지노),,192080,대한민국,신규상장,주권,2015-11-04,,"한국투자증권(주),키움증권(주),미래에셋증권 주식회사",소프트웨어 개발 및 공급업,500,"65,000","277,709,250","17,089,768",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
연우,화장품 용기,,115960,대한민국,신규상장,주권,2015-11-02,,"미래에셋증권 주식회사,현대차증권주식회사",플라스틱제품 제조업,500,"25,200","60,623,136","11,552,600",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
럭스피아,"LED 패키지, LED 모듈",,092590,대한민국,신규상장,주권,2015-10-30,,신한투자증권(주),반도체 제조업,500,-,-,"7,291,098",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
키움스팩4호,,,226850,대한민국,신규상장,주권,2015-10-29,,키움증권(주),금융 지원 서비스업,100,"2,000","20,000,000","10,204,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
노브메타파마,대사질환 신약 개발 및 건강기능식픔,,229500,대한민국,신규상장,주권,2015-10-28,,SK증권(주),자연과학 및 공학 연구개발업,500,-,-,"5,541,914",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
젠큐릭스,유방암예후진단키트,,229000,대한민국,신규상장,주권,2015-10-27,,미래에셋증권(주),의료용 기기 제조업,500,-,-,"2,390,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에이티젠,"연구용 시약, NK Vue KIT",,182400,대한민국,신규상장,주권,2015-10-23,,엔에이치투자증권(주),기초 의약물질 제조업,500,"17,000","17,123,335","10,072,552",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현대씨앤에프,"브랜드사업, 육류유통",,227840,대한민국,재상장,주권,2015-10-23,,엔에이치투자증권(주),음·식료품 및 담배 도매업,"5,000",-,-,"9,100,836",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
엑시콘,반도체검사장비,,092870,대한민국,이전상장,주권,2015-10-22,,IBK투자증권(주),특수 목적용 기계 제조업,500,"10,000","20,000,000","8,883,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현대드림4호스팩,기업인수목적,,226360,대한민국,신규상장,주권,2015-10-22,,KB증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,315,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한국티씨엠,체외진단서비스 개발 및 진단 용역,,228180,대한민국,신규상장,주권,2015-10-22,,KB증권(주),자연과학 및 공학 연구개발업,"5,000",-,-,"200,631",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
엄지하우스,"실내건축업, 분양공사 및 디자인 설계",,224810,대한민국,신규상장,주권,2015-10-21,,엔에이치투자증권(주),실내건축 및 건축마무리 공사업,500,-,-,"2,400,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
메디쎄이,정형외과용 척추임플란트,,200580,대한민국,신규상장,주권,2015-10-20,,대신증권(주),의료용 기기 제조업,500,-,-,"3,478,159",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
이베스트스팩3호,,,225440,대한민국,신규상장,주권,2015-10-19,,엘에스증권 주식회사,금융 지원 서비스업,100,"2,000","8,000,000","4,100,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에치디프로,CCTV 카메라,,214870,대한민국,신규상장,주권,2015-10-13,,대신증권(주),통신 및 방송 장비 제조업,500,"8,900","13,494,260","5,744,821",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
IBKS제3호스팩,금융지원 서비스,,225430,대한민국,신규상장,주권,2015-10-08,,IBK투자증권(주),금융 지원 서비스업,100,"2,000","8,000,000","4,500,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동부스팩3호,기업인수합병,,226440,대한민국,신규상장,주권,2015-10-06,,DB증권주식회사,금융 지원 서비스업,100,"2,000","8,300,000","4,450,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
신영스팩2호,기업인수합병,,225590,대한민국,신규상장,주권,2015-10-05,,신영증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,105,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LIG넥스원,정밀유도무기 등,,079550,대한민국,신규상장,주권,2015-10-02,,엔에이치투자증권(주),무기 및 총포탄 제조업,"5,000","76,000","524,400,000","22,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
제너셈,반도체 후공정 장비,,217190,대한민국,신규상장,주권,2015-09-25,,하나증권주식회사,특수 목적용 기계 제조업,500,"10,500","13,650,000","4,384,587",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
타이거일렉,인쇄회로기판 제조업,,219130,대한민국,신규상장,주권,2015-09-25,,한국투자증권(주),전자부품 제조업,500,"6,000","9,258,000","5,589,290",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치스팩9호,기타 금융지원 서비스업,,225570,대한민국,신규상장,주권,2015-09-25,,엔에이치투자증권(주),금융 지원 서비스업,100,"2,000","15,500,000","9,050,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동일제강,"PC강연선, 경강선, 도금선, 마봉강",,002690,대한민국,신규상장,주권,2015-09-24,,엔에이치투자증권(주),1차 철강 제조업,500,"3,000","15,000,000","15,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이콘트롤스,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",,039570,대한민국,신규상장,주권,2015-09-24,,미래에셋증권 주식회사,전기 및 통신 공사업,500,"32,000","83,592,640","8,230,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
인포마크,"웨어러블 디바이스, 모바일 라우터",,175140,대한민국,신규상장,주권,2015-09-23,,삼성증권(주),통신 및 방송 장비 제조업,500,"14,000","12,180,000","3,503,708",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
디와이엘엔제이,"와이어하네스, PVC절연전선",,207230,대한민국,신규상장,주권,2015-09-14,,해당없음,절연선 및 케이블 제조업,"1,000",-,-,"1,695,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
카이노스메드,"항암제, 항바이러스제, 비만당뇨치료제",,220250,대한민국,신규상장,주권,2015-09-10,,하나증권(주),자연과학 및 공학 연구개발업,500,-,-,"11,638,385",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
유진스팩3호,-,,221200,대한민국,신규상장,주권,2015-09-09,,유진투자증권(주),금융 지원 서비스업,100,"2,000","11,500,000","6,750,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
쿠첸,전기밥솥,,225650,대한민국,재상장,주권,2015-09-04,,대신증권(주),가정용 기기 제조업,500,-,-,"10,686,277",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
한국3호스팩,기업인수합병,,222080,대한민국,신규상장,주권,2015-09-02,,한국투자증권(주),금융 지원 서비스업,100,"2,000","13,000,000","7,000,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
케이티비스팩3호,기업인수,,220630,대한민국,신규상장,주권,2015-08-28,,다올투자증권 주식회사,금융 지원 서비스업,100,"2,000","12,500,000","6,750,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
